Manufacturer,Year,Sales,Avg_Price,Customer_Satisfaction
BMW,2019,418517,68694,4.126206529454154
Volvo,2020,316834,90009,4.7870603340057745
Mazda,2015,401207,75724,3.6946748709961903
Audi,2015,426786,79141,3.37074463866072
Land Rover,2017,292117,77111,3.164557367627615
Audi,2013,291145,23259,4.0102013641252245
Honda,2017,486038,41163,3.4597800056476498
Chevrolet,2014,211442,45154,4.9412613464503865
Lexus,2021,72760,90149,4.828202786343338
Mercedes,2011,219199,88076,3.058930212013957
Nissan,2012,355007,68712,4.374441810049832
Kia,2013,378788,77180,3.5781905049985463
Porsche,2021,263317,42006,3.5638959098832306
Lexus,2018,495474,27410,4.7875283212144595
Audi,2022,86298,84490,3.3441288569383687
Volvo,2012,144586,68274,3.1255873098705838
Audi,2019,213190,94538,3.594912560829301
Mercedes,2021,145109,39763,3.9787192386948047
Kia,2021,446831,87779,3.695774397217373
Honda,2011,335886,89239,3.75170147493661
Ford,2016,135595,26371,3.581051731423168
Land Rover,2013,27102,46780,3.266660742141081
Kia,2010,302415,32640,4.027549067308588
Chevrolet,2018,426058,87578,3.275920499799221
Honda,2012,155847,71342,3.937101447103842
Land Rover,2010,342616,65819,4.448137343463815
Volkswagen,2020,27172,81947,4.053701123331244
BMW,2013,84294,87152,4.101244705399371
BMW,2015,415493,21061,4.094205382395465
Mazda,2014,263480,93347,4.72979351167476
Lexus,2012,328611,27069,3.5941515510821267
Ford,2017,381224,54105,3.134077501939572
Subaru,2016,310860,35047,3.8306544070628856
Kia,2016,399635,20674,4.827141474210372
Audi,2018,270452,81799,3.6363946621785797
Mazda,2017,48753,47559,3.9620745128337385
Honda,2017,185251,91364,4.8644409055194275
Ford,2012,238279,37330,4.441025297591928
Lexus,2012,72652,66611,4.555636560767991
Mazda,2010,227335,26118,3.1170220110351674
Porsche,2011,402925,25284,4.888526328695772
Ford,2014,327886,52739,3.1390865680249367
Land Rover,2010,194379,65968,4.260668222934651
Volvo,2017,417889,20386,3.45702744919173
Nissan,2016,24765,69999,4.888001574902793
Volkswagen,2022,491881,99246,3.051729355036186
Toyota,2020,52169,86427,4.2814827451509165
Ford,2022,102157,49067,3.1030888951135145
Porsche,2019,182030,19975,4.405544596297724
BMW,2017,485916,18409,3.0984823589717267
Porsche,2021,287386,67092,4.217320488551975
Honda,2012,90206,25528,4.498594055709464
Fiat,2017,144706,48017,4.321039029748606
Audi,2017,399951,53976,3.7519748051607613
Mercedes,2014,124453,87760,3.7629564284578922
Toyota,2012,325966,32582,4.754474732926621
Kia,2017,97514,75708,4.317732027647944
Mazda,2017,94269,88536,4.3187194125510775
Tesla,2013,450768,75855,3.8219416020680725
Audi,2019,45297,78973,3.393781340825371
Audi,2016,329295,30270,4.814348339459946
Land Rover,2016,357005,71094,3.204959619213354
Jaguar,2016,175099,49977,4.1861290357130665
Toyota,2018,275227,59237,4.196785124036807
Nissan,2015,433136,75278,3.728948783896427
Kia,2015,169704,66115,4.618209572847457
Volvo,2022,494722,71793,3.026326075621295
Ford,2022,447705,75313,4.240722648218331
Mercedes,2015,283891,48388,4.7506745352974775
Ford,2016,487615,63122,4.037256448666047
Audi,2015,480537,77546,4.2533882215435606
BMW,2015,348949,50762,4.947950853001466
Hyundai,2010,490666,58036,4.9355195743309865
Fiat,2017,488412,66871,3.5382518441661563
BMW,2013,219674,17420,3.477750055477509
Honda,2012,277599,75073,4.719460255033589
Jaguar,2015,89514,64530,4.9505380575190845
Lexus,2022,223078,92422,4.45853875340006
Nissan,2019,113870,24814,3.0524082653029634
BMW,2014,199880,80290,3.009757474826019
Hyundai,2022,150184,61079,4.326656563263276
Volkswagen,2018,77295,52844,3.668378777490658
Land Rover,2019,225570,23507,4.041958908790488
Honda,2014,230741,19837,3.3476267421846746
Volvo,2020,26040,85784,3.2243295069570905
Hyundai,2013,153267,46412,3.124512624652861
Land Rover,2016,325633,48046,3.526757892907023
Audi,2010,229048,75940,4.55337505021056
Mazda,2017,280661,53105,3.2969106358716287
Nissan,2017,185187,98027,3.745282331238767
Mercedes,2016,28990,94837,4.4265907494298435
Land Rover,2013,159889,75053,4.6724493651432555
Mazda,2016,344622,67606,4.339037251895123
Subaru,2010,457319,22523,4.334311890883006
Jaguar,2019,149193,35591,3.8666936097296807
Lexus,2020,272320,17968,3.9708872848805843
Lexus,2014,227555,91073,4.297498872791078
Toyota,2011,475446,91677,4.71474189316755
Nissan,2012,302258,29142,4.820605747293062
Lexus,2013,100899,81449,3.420747674415807
Volvo,2015,476597,24366,3.3208778677835515
Volvo,2013,172524,48253,3.390809960632266
Porsche,2021,410939,24445,3.2611636201613425
Tesla,2014,295044,73883,4.464808697696812
Lexus,2021,331481,33138,4.741036538592421
Ford,2013,27569,26547,4.879152049077339
Volvo,2010,116459,90803,4.733902855423462
Volvo,2014,462983,35799,4.042589952473678
Chevrolet,2019,172061,64838,4.177573482685839
Honda,2011,131130,40512,3.1353210480694473
Chevrolet,2011,469868,43843,3.6330714417583874
Tesla,2010,394574,54162,3.2253482298262566
Audi,2020,336324,93937,4.698379847952015
Tesla,2022,232116,95250,3.050430717858707
Ford,2011,278832,59356,3.9689852219498816
Toyota,2019,74919,62847,4.057221003005328
Audi,2012,28706,87601,4.740048860783864
Ford,2016,100302,29042,3.970600738895576
Honda,2016,429827,26168,3.32498952786363
Toyota,2010,488070,80606,4.559895497022964
Porsche,2011,341967,97107,4.076292488133813
Lexus,2022,374452,93309,4.712602240031639
Mercedes,2020,186326,59169,4.8391063833962695
Toyota,2020,430042,22900,3.6657533133560953
Tesla,2022,382825,41002,4.510602841388534
Chevrolet,2018,222383,37178,3.3394841181489263
Jaguar,2019,142738,39611,3.4828136161627583
Toyota,2016,390499,36741,3.9493710316550494
Chevrolet,2017,199764,22029,3.020378478551595
Lexus,2010,238587,55956,3.891598036819089
Subaru,2010,55251,46995,3.7301992339311862
Tesla,2020,496385,19312,3.4780503271917613
Honda,2016,83034,37109,4.603140169198041
Volkswagen,2021,413112,51943,3.274161130993972
Volvo,2011,367901,50569,3.322914817645481
Fiat,2015,311171,62883,3.054123423967461
Honda,2018,231817,99004,3.961455635809276
Tesla,2016,210651,42711,3.823240884609002
Mercedes,2018,184466,50463,3.2008888218010156
Nissan,2010,287390,46254,3.0245054826421516
Tesla,2012,133196,87226,3.2245436413765267
Nissan,2018,37888,68975,3.0721756605022623
Toyota,2021,487815,44556,4.9829860610223955
Porsche,2018,356477,86496,4.145635613853813
Lexus,2016,222968,40003,4.283884883930057
Lexus,2021,114274,50380,3.410512207845536
Volvo,2014,330278,43663,4.488744959760273
Honda,2015,405241,86036,3.1855573637623733
Toyota,2015,174536,53942,3.894482465351585
Fiat,2018,279320,95047,4.3520220528307245
Tesla,2010,241876,39054,4.805328982431022
Kia,2012,17213,96681,3.310776288365047
BMW,2019,216924,66295,3.363097583055204
Land Rover,2013,172532,91818,3.628272093610512
Land Rover,2017,201548,49127,4.851780105096282
Tesla,2011,455496,71516,3.5548233503938267
Nissan,2014,151868,60237,4.423971996380184
Mazda,2010,177745,52612,4.76322980513178
Porsche,2014,245311,42095,4.318203709555844
Hyundai,2019,243780,97506,4.987403290704025
Lexus,2014,289039,94921,3.508378557700989
Volkswagen,2021,170556,52729,4.604888410311839
Fiat,2013,455492,55611,3.6387637783105955
Land Rover,2021,330965,33826,3.717470287889035
Kia,2017,121455,20590,4.74618035439653
Mercedes,2013,66484,16413,3.6707510952755253
Mercedes,2022,493474,99519,3.0222946149457464
Hyundai,2022,48587,78212,3.7055624719251474
Mercedes,2022,233723,90349,4.768157588470858
Mazda,2022,403550,39856,4.782167952115378
Kia,2018,420864,75443,4.845861828220796
Fiat,2012,183440,89584,3.493980597902798
Toyota,2014,309111,66542,4.197011318605874
Jaguar,2016,104818,40819,4.306045824642287
Kia,2012,299195,40867,4.119026004644309
Hyundai,2011,292613,75357,4.819591722500488
Mazda,2010,482588,67010,4.705134486659868
Land Rover,2021,211213,79220,3.8072390708400583
Fiat,2015,98530,27389,4.682839022922432
Lexus,2011,359993,94581,3.3125631990234963
Porsche,2021,191703,18581,4.447600831614002
Volkswagen,2014,126637,69914,3.454868613560974
Subaru,2011,400761,20319,4.032455097607617
Kia,2015,476775,44259,3.5286756960504206
Land Rover,2010,447159,19772,4.79486584977317
Audi,2013,299764,40908,4.903011887519201
Ford,2017,197939,48113,3.7111793585563264
Hyundai,2014,13108,30357,3.262956737482046
Volkswagen,2014,169135,20536,4.353963576935954
Honda,2012,221365,67117,3.5783067536164284
Volkswagen,2011,460489,81188,3.7714456300333845
Porsche,2021,140572,37392,4.354903392377524
BMW,2015,362351,90289,3.263222423407111
Porsche,2010,262955,81384,3.9173562575121297
Mercedes,2013,283450,30130,3.0985644672158106
Honda,2018,346468,46916,3.8649464859685123
Audi,2017,359483,60596,3.0948920862288087
Porsche,2011,467303,39495,3.342977135148899
Subaru,2022,462348,81313,4.013159566226072
Land Rover,2013,188848,58699,4.001064965941188
Land Rover,2015,42723,90083,4.841716409245085
Chevrolet,2014,441571,93804,3.478418143970482
Audi,2013,167530,81685,4.022781426499526
Toyota,2018,208223,18644,4.9731716909621495
Volkswagen,2010,78205,98124,3.2203299919605666
Subaru,2020,444998,42029,4.490901667091675
Nissan,2022,145817,83057,3.3418756726187824
Tesla,2013,196304,45067,3.1338980516625163
Audi,2020,416373,35480,3.3382719542306
Lexus,2021,415270,30057,3.84591455377298
Land Rover,2015,283552,38990,3.9749011128758753
Honda,2014,465760,77857,3.354445497061843
Audi,2014,304932,76703,4.868889162353653
Subaru,2012,15943,20770,3.2481372687094727
Hyundai,2019,83733,69943,4.3278314342828725
Mazda,2018,120436,88570,3.6419189360312987
Volkswagen,2017,173792,89305,4.291455100814087
Lexus,2010,338979,85704,3.5525749579803714
Audi,2014,496459,31449,3.883377684429222
Fiat,2020,296890,23955,3.3278275382422806
Lexus,2015,28263,84625,4.281335429872046
Nissan,2017,433558,17291,4.313206962110948
Toyota,2020,356488,78225,3.525319258066419
Toyota,2017,428618,25599,3.427694860836468
Jaguar,2021,434586,24871,3.114183708096686
Volkswagen,2020,310388,43781,3.6391255165991447
Ford,2018,35584,74782,4.204243413164697
Subaru,2017,29895,17074,4.775725991859822
Volvo,2010,261119,35186,3.9397804867522854
Fiat,2020,336027,79842,4.9010981408496965
Chevrolet,2015,252809,28994,4.3741939826408185
Kia,2019,490021,64946,4.316818858446815
Toyota,2010,231325,28039,3.613759276268464
Fiat,2010,261052,42376,3.764187259507555
Chevrolet,2015,421583,92413,3.488283574199599
Jaguar,2017,36277,75477,3.1633150836934583
Chevrolet,2018,401731,55630,3.376304061361386
Tesla,2011,74946,35694,4.123703152790011
BMW,2010,285478,86968,4.49689033816308
BMW,2022,223562,91380,3.916470618101288
Mazda,2015,332473,36437,4.77826488509777
Mercedes,2011,143110,25070,4.3160664992762525
Mercedes,2010,225471,18070,4.113384211528137
Nissan,2022,443418,98634,3.4176667892124817
Volvo,2020,489748,37892,4.933748504902967
Chevrolet,2016,451615,61965,4.5764792267103225
Ford,2019,370868,95135,4.121254449619931
Hyundai,2016,30416,19478,3.188595266990407
Mercedes,2013,147243,56568,4.871756164992498
Volvo,2010,489938,55831,3.3799489168201933
Volvo,2019,39020,40438,4.893635508101289
Hyundai,2020,463894,68382,4.174679652731426
Nissan,2012,50474,76587,3.2315072385171764
Honda,2014,308984,28114,3.5542144243462017
Nissan,2017,405972,45883,4.94631761945837
Audi,2018,201059,95738,3.615276963793881
Mercedes,2022,153468,71513,3.6305067820732004
Mercedes,2012,234050,76804,4.651967832186977
Jaguar,2014,178500,15095,3.930537257991793
Toyota,2020,130418,24013,3.4740312580370496
Audi,2020,398664,94201,4.4469117825083835
Toyota,2017,159682,59118,4.79999285620658
Lexus,2021,474108,19934,4.6060032138636515
Mazda,2014,187770,30546,3.8262446020644916
Fiat,2010,365207,34044,3.1977247821781836
Toyota,2013,74802,50844,3.3336920754861534
Ford,2012,289585,99008,3.1095515578757844
Audi,2020,410247,96992,3.685990614190575
Porsche,2018,458774,66860,4.644721296645353
Lexus,2010,158634,50788,4.220675779105491
Audi,2022,113028,52118,4.593674154213523
Tesla,2018,215161,86865,3.443591307724961
Jaguar,2019,68328,58306,3.009158155588176
Toyota,2013,97382,40790,4.137635161843181
Nissan,2015,21874,89552,4.635730768496368
Subaru,2016,298949,81691,3.7045766660601216
BMW,2014,316048,64723,3.589639195125267
Lexus,2018,328581,39652,3.9648362998069917
Audi,2012,226133,56976,4.581438578284789
Subaru,2017,275877,63941,4.494253503554801
Porsche,2013,303084,73599,4.786736217172563
Hyundai,2021,250591,30640,3.018389681548374
Honda,2016,171871,79055,4.4182354274507105
Land Rover,2022,444552,43242,4.162993713815293
Tesla,2018,162543,52847,4.392146044425691
BMW,2021,408013,48020,4.013729801567835
Volvo,2021,283610,50688,3.1363157883121966
Land Rover,2016,250353,30194,4.267862225117446
Land Rover,2021,59775,70538,3.515206100871765
Honda,2018,16785,72939,3.2171708861034456
Hyundai,2022,110891,25556,3.3671733498133705
Subaru,2016,303576,19284,4.581791148424894
Porsche,2014,332330,88998,4.652748736029395
Volvo,2021,225723,53154,4.514578797389609
Honda,2013,376915,69254,3.4657405150236475
Nissan,2014,401344,87572,3.075346821572518
Volvo,2020,75072,83861,3.3554544379551867
Nissan,2016,147226,86401,4.993853468636351
Jaguar,2014,93422,87844,3.7468814946575026
Land Rover,2011,29395,93790,4.177152571446435
Chevrolet,2016,99688,69715,3.9794657036537755
Jaguar,2017,377468,21143,3.9891266516945807
Ford,2011,433267,86087,4.594903505411868
Nissan,2019,367676,15514,4.980604031792925
Jaguar,2021,136960,60529,4.565304315839856
Mazda,2012,56449,62110,3.3390187316755258
Kia,2018,235602,21665,4.864402194608386
Land Rover,2017,443284,40839,3.143664510652253
Land Rover,2013,428386,76519,3.7626879154418127
BMW,2011,71724,73442,4.6369498479434785
Subaru,2021,117594,53531,4.778612059284454
Honda,2017,283761,83999,3.2287049062844613
Fiat,2016,405686,55923,3.474036181550093
Mercedes,2016,285884,41526,4.41598672469615
Lexus,2016,386588,60907,3.96138749718323
Kia,2011,406297,91400,4.467508953394603
Ford,2016,77452,94723,4.473994976102136
Hyundai,2011,293350,73508,4.910647075262889
Subaru,2014,233380,61889,3.152907582832858
Audi,2020,329063,84562,3.8131465060797733
Porsche,2018,425020,43044,4.509492768282717
Porsche,2015,31256,96558,4.5621712905051
Mercedes,2010,92386,92077,3.0420754696733727
Land Rover,2020,327973,32508,4.114805580791682
Ford,2010,446598,15848,3.502338289979731
Tesla,2011,135720,79598,4.649664177931161
Mercedes,2012,382413,57381,3.77782539919684
Land Rover,2012,271442,69256,3.3869182126364406
Volvo,2010,301317,52814,4.759292425619182
Subaru,2015,234371,50676,4.506312647768003
Mazda,2019,130519,23438,4.195202020951105
Nissan,2013,77618,15434,3.0958395727460672
Mazda,2019,411335,39909,3.175085437682714
Fiat,2010,182727,22396,4.261967920741955
Kia,2014,53292,36424,3.688575757605782
Porsche,2015,68539,99955,3.9471481893135967
Chevrolet,2021,445131,83547,3.134935026264958
Mercedes,2016,177881,63145,3.761177395456927
Chevrolet,2010,160171,49063,3.0641547826501077
Kia,2010,247172,53586,3.0573885209902083
Hyundai,2011,480522,63575,4.701872749541
Volkswagen,2019,277688,32651,4.528599368324919
Ford,2013,279338,39127,4.42421639047488
Jaguar,2011,71550,82569,3.4830678001278317
Mercedes,2015,239106,63785,4.7424263545743255
Mercedes,2015,206585,24730,4.942114107649075
Subaru,2010,50866,61477,4.059620633728626
Land Rover,2019,280537,25539,3.00396667142312
Land Rover,2020,91120,92996,3.2541517611684503
Ford,2022,238218,70056,3.1722302848735673
Mazda,2021,264050,41693,3.7615191304928275
Tesla,2012,23203,69290,4.378291971797603
Volkswagen,2021,90746,37012,4.413062447755677
Nissan,2016,283142,60124,4.787906725075494
Ford,2019,419720,83713,3.2515666603096527
Volvo,2021,382005,86952,4.667329429299352
Audi,2017,158892,60694,4.464472124850204
Hyundai,2021,273753,75305,4.633614966835688
BMW,2021,392649,86149,3.1255326711571323
Tesla,2016,338823,67350,3.528071457069257
Mazda,2019,250075,66049,4.114894694530146
Subaru,2011,430220,76102,4.324298403811276
Toyota,2013,185062,23900,4.123769991151208
Porsche,2014,262111,62234,4.918591217208542
Jaguar,2020,125757,30330,4.492128157254564
BMW,2012,361947,80320,4.428664032052193
Mercedes,2019,207666,23466,4.707383060579496
Land Rover,2014,460114,16620,4.6075672935915035
Hyundai,2011,252550,62271,3.3090929252158636
Nissan,2015,480120,55226,4.475787501509916
Tesla,2012,102253,56403,3.871557538957
Toyota,2011,302702,78101,4.831372968148621
Hyundai,2015,211046,52141,4.649724181151727
Mercedes,2019,465612,76648,4.139644915366253
Porsche,2011,499037,22807,4.6626877323719595
Volvo,2012,400984,80348,4.856695962777912
Volkswagen,2022,176021,36828,4.001394478177702
Tesla,2017,480180,39782,3.9763412376120826
Porsche,2013,272750,20235,3.004436656955835
Tesla,2016,421093,34766,3.611879557299423
Tesla,2015,325057,82106,4.235421942678046
Mazda,2010,409415,85947,3.6423678394400607
Mercedes,2015,355808,72351,4.93966174458275
Mercedes,2012,12711,87153,4.335954947338269
Hyundai,2019,305469,94335,4.361510131158641
Tesla,2013,301884,32365,4.403126421213104
Mazda,2010,171416,97998,3.2094695513448848
Mercedes,2017,453677,41834,4.89691599265052
Porsche,2014,243556,29614,3.514910100422422
Kia,2016,354581,76312,3.33052608828532
Subaru,2014,290181,34577,3.916013880419153
Honda,2017,184736,63107,4.86001031195176
Honda,2022,424351,89564,3.2375093432158906
Land Rover,2022,29362,89169,3.65872950213937
Toyota,2015,451674,27690,4.903847183512849
Ford,2019,71859,34648,3.949735693177283
Nissan,2012,22020,60578,4.512622969915622
Audi,2014,189461,98427,4.506728636891998
Land Rover,2020,458534,39448,4.063390093903977
BMW,2018,442674,47817,3.9156669911110624
Ford,2015,220867,72513,4.572104995581135
Volkswagen,2019,417417,54517,3.934139732072839
Audi,2022,348411,97323,4.2015688167496705
Fiat,2011,495914,22389,3.707967794656138
Toyota,2014,391922,19021,3.524142797754051
Fiat,2013,165098,33000,3.676731316179141
Volvo,2015,69161,74963,3.5377262517995245
Tesla,2021,17828,73113,3.747451782552487
Land Rover,2013,108183,46790,4.295799384414358
Nissan,2019,142224,45680,3.1829634354781575
Lexus,2011,400728,71125,3.5759909038067654
Jaguar,2012,436341,16186,4.059468792043254
Volvo,2019,274609,72715,4.87923830542345
Jaguar,2015,377973,21340,4.569212439648775
Nissan,2020,371803,49752,4.172958701651181
Fiat,2017,59178,19513,4.845399077283416
Porsche,2011,45351,51862,4.431496281543134
Mercedes,2021,395633,61560,3.6915071833283735
Subaru,2020,320908,94387,3.2420172478822193
Hyundai,2019,128018,76205,4.124743118866112
Toyota,2014,177539,51189,3.206591695366237
Porsche,2020,151056,49709,3.2032913556679077
Nissan,2015,56058,59149,4.822513072197147
Lexus,2017,84190,89093,4.353211004647529
Jaguar,2022,450264,84907,3.836746364813302
Nissan,2020,140167,23417,3.219415189071248
Mazda,2011,444728,91615,4.24666696913947
Honda,2017,139246,99512,3.729849074037226
Volkswagen,2010,355177,66604,3.100252016647892
Fiat,2021,429375,94682,3.0490073552327157
Lexus,2021,484885,61327,3.4774204710000163
Hyundai,2016,374806,29586,3.655698461575862
Volkswagen,2022,74076,20470,3.957035010060393
Land Rover,2014,228888,91240,4.840979726489108
Mercedes,2020,293309,68686,3.1324204797692445
Lexus,2022,440418,83241,3.9834100758046507
Hyundai,2013,384115,16529,3.0778517334009816
Volkswagen,2018,128914,45182,4.058927777918702
Volvo,2021,203611,18363,4.382187236647067
Ford,2013,409172,15806,3.1744687014310875
Jaguar,2017,99957,68703,3.871262455374069
Fiat,2012,76892,32680,3.1694768641570987
Mazda,2022,391167,91716,3.259753161604678
Subaru,2017,461112,47193,4.034853511209796
Tesla,2021,204767,57654,4.443746308132193
Lexus,2019,344728,43240,4.898015375581199
Subaru,2020,286257,72514,3.120835670107361
Toyota,2018,151582,39813,3.683550767214278
Mazda,2014,49585,39375,4.664770618620438
Porsche,2021,12437,41506,3.3999578945502513
Mercedes,2010,472065,94690,3.461023922433667
Fiat,2010,265932,66231,3.083009900642267
Jaguar,2021,499512,22176,4.644358916240321
Toyota,2011,337293,81100,3.7282003943865107
Volkswagen,2021,277115,54570,3.4624450450409876
Nissan,2018,24523,30232,4.89725573876153
BMW,2015,180914,15618,3.2431465324857323
Volvo,2013,195084,76439,4.475807578169606
Honda,2021,420601,38562,4.455421970772778
Kia,2010,71719,22397,4.175060441079591
Chevrolet,2019,262264,58090,3.2008746212622947
Jaguar,2019,289014,22175,3.619390236170563
Subaru,2010,30729,82097,4.821047071390273
Nissan,2010,171718,24104,4.223003543439663
Ford,2010,268503,99242,3.054058142458958
Lexus,2013,46992,65000,3.740001724717188
Lexus,2022,349093,24507,4.622756598268828
Land Rover,2020,149375,68635,3.4606629270461946
Volvo,2014,398432,35082,3.744722101675195
Ford,2015,61361,82556,4.510583343522519
Kia,2019,31856,50674,4.032718704211026
Mercedes,2018,299273,60567,3.455526984807518
Jaguar,2017,143485,70503,4.603256673654595
Porsche,2020,264725,69404,4.474239342118021
Lexus,2017,396034,70914,4.235348361742612
Nissan,2017,253701,30428,4.98108099386888
Mercedes,2012,414589,75204,3.604873966078962
BMW,2016,289904,82756,3.9435273307889105
Nissan,2010,480707,26091,4.308927621113991
Volvo,2010,450832,58977,3.9081408727948714
Nissan,2010,380828,60677,3.8323826010881534
Fiat,2014,147294,38601,3.333863581299447
Volvo,2021,164985,40563,4.586565144867371
Mercedes,2014,73774,91702,3.360561722487705
Chevrolet,2022,23607,89036,3.0716828244186996
Chevrolet,2012,351369,88321,3.3128182552339833
Tesla,2012,190688,90060,3.3439289219395123
Nissan,2010,450507,76086,3.2836165172347833
Audi,2015,414647,44719,3.7517332556287863
Tesla,2021,129475,34324,3.34016922141013
Kia,2014,403017,39566,4.453351367267217
Subaru,2012,241907,52463,3.0319079761418006
Hyundai,2021,117923,28986,4.730197143250226
Volkswagen,2015,79489,65129,4.905859731268608
Mercedes,2012,299965,60330,4.47292569819476
Toyota,2015,341345,22114,3.0409458118793875
Chevrolet,2022,103738,38212,4.19248859416569
Toyota,2015,33516,26870,3.0856223275790855
Lexus,2020,466145,40853,4.885976188946079
Porsche,2013,325597,81857,4.084939342032461
Toyota,2011,156636,98537,4.799779566438989
Toyota,2015,255027,90112,3.0877952115953016
Honda,2011,340037,83108,3.048046117422656
BMW,2022,83203,85308,3.36002949996082
Audi,2022,352601,98738,4.2604690426921366
Audi,2012,262939,66901,3.153775700873778
Tesla,2017,466627,82169,3.9188159196308052
Audi,2022,485419,51849,4.003245619463462
Ford,2017,395366,57712,3.2828916200114246
Mercedes,2014,405438,73282,4.753896927722675
Subaru,2016,184625,37866,3.324240870681754
Hyundai,2018,117544,51619,4.525961645624847
Tesla,2015,274882,45898,3.8101641691534818
Mercedes,2020,77017,66083,3.2286859489055733
Porsche,2011,219819,64167,4.0923655043028395
Subaru,2011,322933,91004,3.5050230139017793
Subaru,2017,312502,24385,4.073729119104001
Toyota,2021,34624,43735,4.577336908305954
Lexus,2018,317783,64059,3.267329292723679
Volvo,2012,23308,68254,4.045761941094301
Nissan,2022,134560,34348,4.171892866517095
Fiat,2019,407274,97316,4.731719460501208
Fiat,2022,428737,19409,4.294816332695078
Lexus,2014,23667,22011,4.162469088483238
Land Rover,2013,357315,16612,4.621699294030648
Subaru,2014,120823,20406,4.997134447687218
Kia,2011,177692,86389,4.338164241152464
Volkswagen,2016,312723,98050,4.807469167975428
Volkswagen,2013,173123,85217,4.892713338397134
Volvo,2010,191195,62219,3.3064334788653786
Chevrolet,2020,399650,36846,3.7334884594572504
Subaru,2014,455240,67345,4.9713869096726455
Audi,2021,260421,53803,4.29016870633553
Land Rover,2014,482339,20312,3.5457182623483914
Kia,2014,356716,78195,4.338235301285821
Volkswagen,2011,391412,41758,3.5753760764354396
Volvo,2017,309422,99644,3.367284441312067
Hyundai,2016,288300,24749,4.805412032039911
Fiat,2015,425405,34033,3.9654661307284353
Jaguar,2020,457654,45299,3.292282393474596
Honda,2017,121839,58921,3.482704037940971
BMW,2020,318332,87130,4.878438945874493
Audi,2016,34916,59486,4.884038575306265
Ford,2010,126770,19308,3.8834604100460792
Volvo,2021,194188,75297,4.722141122224533
Toyota,2017,145180,80217,3.737634421118626
Jaguar,2011,410695,68724,4.930113743096331
Chevrolet,2013,487849,35919,3.5820021764319634
Hyundai,2019,70483,74198,4.332526354580376
Toyota,2021,315362,59273,4.942077146576051
Mazda,2012,87222,17185,4.207621679659309
Land Rover,2018,217074,34800,4.491335713809987
Tesla,2019,95630,83318,3.2608947605754226
BMW,2012,97925,29086,4.576505844200609
Chevrolet,2019,216710,88534,3.2574470285165784
Ford,2017,40113,91595,3.35125664155841
Porsche,2021,27391,29008,4.3341638684773205
Audi,2015,147887,19791,3.0098160561348166
Toyota,2021,483884,53898,3.3915687033969615
Chevrolet,2018,441827,36732,3.003066267181354
Volkswagen,2021,98448,15036,4.028580173457554
Land Rover,2015,464748,47230,4.054353421690489
Volkswagen,2020,477817,26534,4.421994121847106
Mazda,2014,77922,53362,3.259325078029314
Toyota,2018,305264,84214,3.0490197548486844
Toyota,2022,222716,36544,4.758092384397852
Mazda,2022,195194,67581,4.477268930508892
Ford,2020,46785,16010,3.628436204976339
Lexus,2013,251165,86030,3.6808271718820054
Volvo,2019,289822,45602,4.703514765533337
Ford,2020,148079,83639,4.806915093719298
Honda,2013,147146,22106,3.8206340270227837
BMW,2015,458433,57739,4.937441340845345
Subaru,2010,475149,70523,4.692268038611306
Jaguar,2022,247309,89330,4.552457928587845
Volvo,2010,248209,29936,3.1483966435940256
Nissan,2021,328585,53585,3.861698113677286
Hyundai,2012,159753,30439,4.501077508443583
Fiat,2010,102757,93019,3.7644086716775274
Volkswagen,2014,202586,15542,4.683135718900691
Subaru,2016,93939,88203,4.962628128238291
Mercedes,2021,241613,49356,4.706961388922611
BMW,2016,490799,75455,3.155296252914953
Volkswagen,2021,57709,69507,3.198440388819959
Honda,2014,495701,50752,4.881369560808059
Volvo,2014,283332,63726,3.34580922460843
Kia,2015,445743,57488,4.3754370718655
Chevrolet,2014,297652,41972,4.326485515475934
Toyota,2016,425813,48531,4.489704749806014
Volkswagen,2020,33048,71566,3.0042389454326237
Kia,2015,10199,23555,4.997832503000724
Jaguar,2018,77529,35245,4.041833684153202
Nissan,2019,215298,54623,3.2590117199836
Nissan,2020,499925,16308,4.795345452988087
Audi,2020,300515,40626,3.950128342612338
Subaru,2020,457289,84925,4.761258508829702
Subaru,2010,253598,16206,4.689722455291791
Nissan,2018,332935,66969,3.9528406107234417
Subaru,2011,134505,52702,3.3722651283901435
Hyundai,2021,429322,93990,4.337398454081169
Honda,2015,188086,35014,3.5483362219098495
Chevrolet,2016,149028,81025,4.598442198698068
Nissan,2018,39511,49889,4.978279545552077
Toyota,2020,497841,54813,4.1715066090931625
Nissan,2010,95082,33044,4.009414895224346
Volkswagen,2011,228743,43458,3.9756430064456456
Jaguar,2019,32965,65099,3.464597512349335
Subaru,2017,179389,42619,3.4800538542813078
Honda,2012,84993,46901,4.8910684224707355
Kia,2013,283099,92196,3.6314869880480765
Land Rover,2010,209073,49227,4.115527542427047
Fiat,2016,181949,31893,3.7484102642607198
Lexus,2016,295211,90240,4.031507990657283
Kia,2011,54503,41870,3.8288628774685836
Volvo,2021,395195,15654,3.9263614201332295
Chevrolet,2019,342734,49964,3.0972130943716687
Porsche,2012,492733,98200,4.284953586237027
Land Rover,2016,487855,77563,4.568301060987714
Toyota,2021,101913,91742,4.451027047060785
Volkswagen,2013,221504,65683,3.8292541446003403
Chevrolet,2018,250159,80600,3.638116713233655
